"id","luipiat","chokchia","piautoe","tongmia","nitai","lamlu","kitha","tngtou","imchiat","su","ku","toaN","chhatioh","jitki"
100,"phenglun","Lau5 Iong5-eng","TOJ-001-SaN Ni5 Chit8 Hoan2 Gou7 ni5 Chit8 Loan7","TOJ-001-SaN Ni5 Chit8 Hoan2 Gou7 ni5 Chit8 Loan7","2000","p",,0,0,0,0,0,126699,"2003年05月12日 00時00分00秒"
104,"siosoat","Barclay","KI-1-Chhong3-Se3-Ki3","KI-1-Chhong3-Se3-Ki3","1933","p",,0,0,0,0,0,1053671,"2003年06月04日 00時00分00秒"
105,"siosoat","Barclay","KI-2-Chhut-Ai-Kip8-Ki3","KI-2-Chhut-Ai-Kip8-Ki3","1933","p",,0,0,0,0,0,768622,"2003年06月04日 00時00分00秒"
106,"siosoat","Barclay","KI-3-Li7-Bi7-Ki3","KI-3-Li7-Bi7-Ki3","1933","p",,0,0,0,0,0,592988,"2003年06月04日 00時00分00秒"
107,"siosoat","Barclay","KI-4-Bin5-Sou3-Ki3","KI-4-Bin5-Sou3-Ki3","1933","p",,0,0,0,0,0,678246,"2003年06月04日 00時00分00秒"
108,"siosoat","Barclay","KI-5-Sin-Beng7-Ki3","KI-5-Sin-Beng7-Ki3","1933","p",,0,0,0,0,0,604678,"2003年06月04日 00時00分00秒"
109,"siosoat","Barclay","KI-6-Iok-Su-A","KI-6-Iok-Su-A","1933","p",,0,0,0,0,0,351170,"2003年06月04日 00時00分00秒"
110,"siosoat","Barclay","KI-7-Su7-Su-Ki3","KI-7-Su7-Su-Ki3","1933","p",,0,0,0,0,0,365493,"2003年06月04日 00時00分00秒"
111,"siosoat","Barclay","KI-8-Lou7-Tek-Ki3","KI-8-Lou7-Tek-Ki3","1933","p",,0,0,0,0,0,54843,"2003年06月04日 00時00分00秒"
112,"siosoat","Barclay","KI-9-Sat-Bou2-JiN2-1","KI-9-Sat-Bou2-JiN2-1","1933","p",,0,0,0,0,0,472581,"2003年06月04日 00時00分00秒"
113,"siosoat","Barclay","KI-10-Sat-Bou2-JiN2-2","KI-10-Sat-Bou2-JiN2-2","1933","p",,0,0,0,0,0,756336,"2003年06月04日 00時00分00秒"
114,"siosoat","Barclay","KI-11-Liat8-Ong5-Ki3-1","KI-11-Liat8-Ong5-Ki3-1","1933","p",,0,0,0,0,0,843268,"2003年06月04日 00時00分00秒"
115,"siosoat","Barclay","KI-12-Liat8-Ong5-Ki3-2","KI-12-Liat8-Ong5-Ki3-2","1933","p",,0,0,0,0,0,749305,"2003年06月04日 00時00分00秒"
116,"siosoat","Barclay","KI-13-Lek8-Tai7-Chi3-Liok8-1","KI-13-Lek8-Tai7-Chi3-Liok8-1","1933","p",,0,0,0,0,0,650887,"2003年06月04日 00時00分00秒"
117,"siosoat","Barclay","KI-14-Lek8-Tai7-Chi3-Liok8-2","KI-14-Lek8-Tai7-Chi3-Liok8-2","1933","p",,0,0,0,0,0,808820,"2003年06月04日 00時00分00秒"
118,"siosoat","Barclay","KI-15-I2-Su-Lah8","KI-15-I2-Su-Lah8","1933","p",,0,0,0,0,0,237884,"2003年06月04日 00時00分00秒"
119,"siosoat","Barclay","KI-16-Ni5-Hi-Bi2","KI-16-Ni5-Hi-Bi2","1933","p",,0,0,0,0,0,374388,"2003年06月04日 00時00分00秒"
120,"siosoat","Barclay","KI-17-I2-SU-THIAP","KI-17-I2-SU-THIAP","1933","p",,0,0,0,0,0,172072,"2003年06月04日 00時00分00秒"
121,"siosoat","Barclay","KI-18-Iok-Pek-Ki3","KI-18-Iok-Pek-Ki3","1933","p",,0,0,0,0,0,750581,"2003年06月04日 00時00分00秒"
122,"siosoat","Barclay","KI-19-Si-Phian-1","KI-19-Si-Phian-1","1933","p",,0,0,0,0,0,1704017,"2003年06月04日 00時00分00秒"
123,"siosoat","Barclay","KI-20-Chim-Gian5","KI-20-Chim-Gian5","1933","p",,0,0,0,0,0,562373,"2003年06月04日 00時00分00秒"
124,"siosoat","Barclay","KI-21-Thoan5-To7","KI-21-Thoan5-To7","1933","p",,0,0,0,0,0,209686,"2003年06月04日 00時00分00秒"
125,"siosoat","Barclay","KI-22-Nga2-Ko","KI-22-Nga2-Ko","1933","p",,0,0,0,0,0,121841,"2003年06月04日 00時00分00秒"
126,"siosoat","Barclay","KI-23-I2-Sai3-A","KI-23-I2-Sai3-A","1933","p",,0,0,0,0,0,1195902,"2003年06月04日 00時00分00秒"
127,"siosoat","Barclay","KI-24-Ia5-Li7-Bi2","KI-24-Ia5-Li7-Bi2","1933","p",,0,0,0,0,0,1160164,"2003年06月04日 00時00分00秒"
128,"siosoat","Barclay","KI-25-Ai-Ko","KI-25-Ai-Ko","1933","p",,0,0,0,0,0,117338,"2003年06月04日 00時00分00秒"
1449,"kitha","Ungian Henry","HCH-2046-Siau Bi2-khim5 e5 mia5","HCH-2046-Siau Bi2-khim5 e5 mia5","2004","p",,0,0,0,0,0,33834,"2005年06月09日 00時00分00秒"
1450,"kitha","IuN5 Un2-gian5","HCH-2047-TJH ks e TG su-tian","HCH-2047-TJH ks e TG su-tian","2004","p",,0,0,0,0,0,24279,"2005年06月09日 00時00分00秒"
1451,"kekpun","Ng5 Hoai5-un","Seng-kek8 te7 3 chip8","Seng-kek8 te7 3 chip8","1958","p",,0,0,0,0,0,853638,"2005年06月09日 00時00分00秒"
1452,"binkanbunhak","pian-chip","HCH-20xx mui2-chiu 1-gan7 bi7 cho3 chu3-kai2 L","HCH-20xx mui2-chiu 1-gan7 bi7 cho3 chu3-kai2 L","2005","p",,0,0,0,0,0,966393,"2005年06月09日 00時00分00秒"
191,"chhiooe","Homosapiens ACT","bp42 Siong7-te3 e5 ChiN5","bp42 Siong7-te3 e5 ChiN5","2000","p",,0,0,0,0,0,26074,"2005年03月16日 00時00分00秒"
192,"chhiooe","Lu Chu2-beng5","bp42 Lu7 Chu2-beng5_Koh chai3 lai5","bp42 Lu7 Chu2-beng5_Koh chai3 lai5","2000","p",,0,0,0,0,0,24289,"2005年03月16日 00時00分00秒"
193,"chhiooe","A-jin5","bp23 Choan-giap8 hang5-oe7 －－Nah e ko su--lang","bp23 Choan-giap8 hang5-oe7 －－Nah e ko su--lang","1998","p",,0,0,0,0,0,86864,"2005年03月17日 00時00分00秒"
194,"chhiooe","A-jin5","bp23 Choan-giap8 hang5-oe7-thoat-i-bu2","bp23 Choan-giap8 hang5-oe7-thoat-i-bu2","1998","p",,0,0,0,0,0,118041,"2005年03月17日 00時00分00秒"
195,"chhiooe","A-jin5","bp23 Choan-giap8 hang5-oe7-thoat-i-bu2","bp23 Choan-giap8 hang5-oe7-thoat-i-bu2","1998","p",,0,0,0,0,0,118041,"2005年03月17日 00時00分00秒"
196,"chhiooe","A-jin5","bp34 Choan-giap8 hang5-oe7－－khoan5-po2 jin5-su7","bp34 Choan-giap8 hang5-oe7－－khoan5-po2 jin5-su7","1999","p",,0,0,0,0,0,60087,"2005年03月17日 00時00分00秒"
197,"chhiooe","A-jin5","bp26 Choan-giap8 hang5-oe7－－Ti-bah-tiam","bp26 Choan-giap8 hang5-oe7－－Ti-bah-tiam","1998","p",,0,0,0,0,0,64666,"2005年03月17日 00時00分00秒"
198,"sanbun","Ban7 Chin-chu","Chap8-chi3 Tiah-liok8-1919 sj","Chap8-chi3 Tiah-liok8-1919 sj","1919","m",,0,0,0,0,0,1292751,"2005年03月17日 00時00分00秒"
199,"siosoat","Ng5 Hoai5-in","Chhau2-tui-teng2 e5 Bin5-bang7 sj","Chhau2-tui-teng2 e5 Bin5-bang7 sj","1955","p","Ji-tong chong-kau kou-su",0,0,0,0,0,673048,"2005年03月17日 00時00分00秒"
203,"siosoat","Mary Mapes Dodge","Gun Peng-oe5","Gun Peng-oe5","1947","b","ni5-tai7 put-siong5",0,0,0,0,0,543509,"2005年03月17日 00時00分00秒"
204,"sanbun","ai3-chha5","iu2-bi7 toan2-gian5 sj","iu2-bi7 toan2-gian5 sj","1932","m",,0,0,0,0,0,644634,"2005年03月17日 00時00分00秒"
205,"phenglun","ai3-chha5","Lun7 Ngou2-siong7 sj","Lun7 Ngou2-siong7 sj","1914","m",,0,0,0,0,0,982993,"2005年03月17日 00時00分00秒"
206,"sanbun","ai3-chha5","Tang-hng e5 kou3-su7 sj","Tang-hng e5 kou3-su7 sj","1916","m",,0,0,0,0,0,1207527,"2005年03月17日 00時00分00秒"
207,"poto","Ou5 Bun5-ti5","Toa-soaN-chhiuN-koa sj","Toa-soaN-chhiuN-koa sj","1954","p",,0,0,0,0,0,591459,"2005年03月17日 00時00分00秒"
208,"siosoat","ai3-chha5","U7 chit8 e5 Ong5-kok kio3 choe3 ThiaN3 sj","U7 chit8 e5 Ong5-kok kio3 choe3 ThiaN3 sj","1956","m",,0,0,0,0,0,802043,"2005年03月18日 00時00分00秒"
209,"siosoat","ai3-chha5","HAU3-LU2 TE7-CHA","HAU3-LU2 TE7-CHA","1925","m",,0,0,0,0,0,210790,"2005年03月18日 00時00分00秒"
210,"siosoat","Bo5 chu3-beng5","Giong2-Bong2 Toe7","Giong2-Bong2 Toe7","1917","m",,0,0,0,0,0,159166,"2005年03月24日 00時00分00秒"
211,"phenglun","Bo5 chu3-beng5","Hun3-bong5 chhian2-soat","Hun3-bong5 chhian2-soat","1925","m",,0,0,0,0,0,1114695,"2005年03月24日 00時00分00秒"
212,"sinsi","Pa-Khek-le2","Iong2-sim sin5 si","Iong2-sim sin5 si","1887","p",,0,0,0,0,0,388490,"2005年03月24日 00時00分00秒"
213,"sanbun","Bo5 chu3-beng5","Sin-bun5 e5 chap8-liok8 1913","Sin-bun5 e5 chap8-liok8 1913","1913","m",,0,0,0,0,0,1015669,"2005年03月24日 00時00分00秒"
214,"siosoat","Bo5 chu3-beng5","Tek-iok8 e5 kou3-su7","Tek-iok8 e5 kou3-su7","1932","m","Hok-im e5 kou3-su7 soan2-ek8",0,0,0,0,0,281100,"2005年03月24日 00時00分00秒"
215,"kekpun","Ng5 Hoai5-un","Seng3-kek8 Te7-2-chip8","Seng3-kek8 Te7-2-chip8","1957","p",,0,0,0,0,0,1340452,"2005年03月25日 00時00分00秒"
216,"kekpun","Ng5 Hoai5-un","Seng3-kek8 Te7-1-chip8","Seng3-kek8 Te7-1-chip8","1957","p",,0,0,0,0,0,1279539,"2005年03月25日 00時00分00秒"
217,"kekpun","Ka-gi7 tiong-hoe7 kau3-iok8-pou7","Chiok Seng3-tan3 Kek8","Chiok Seng3-tan3 Kek8","1947","m",,0,0,0,0,0,664760,"2005年03月25日 00時00分00秒"
218,"toanki","bo5 chu3-beng5","Kui-lo5 Toan7","Kui-lo5 Toan7","1918","m","Ban-lam5 seng3-kau3 su-kek8 chhut-pan2",0,0,0,0,0,270577,"2005年03月25日 00時00分00秒"
220,"siosoat","bo5 chu3-beng5","An-lok8 ke","An-lok8 ke","1890","m","Tai5-lam5 Hu2-siaN5 Chu7-tin-tong5 in3",0,0,0,0,0,1067373,"2005年03月25日 00時00分00秒"
129,"siosoat","Barclay","KI-26-I2-Se-Kiat","KI-26-I2-Se-Kiat","1933","p",,0,0,0,0,0,959927,"2003年06月04日 00時00分00秒"
130,"siosoat","Barclay","KI-27-Tan7-i2-Li2","KI-27-Tan7-i2-Li2","1933","p",,0,0,0,0,0,313132,"2003年06月04日 00時00分00秒"
131,"siosoat","Barclay","KI-28-Ho5-Se-A","KI-28-Ho5-Se-A","1933","p",,0,0,0,0,0,146765,"2003年06月04日 00時00分00秒"
132,"siosoat","Barclay","KI-29-Iok-JiN2","KI-29-Iok-JiN2","1933","p",,0,0,0,0,0,57354,"2003年06月04日 00時00分00秒"
133,"siosoat","Barclay","KI-30-A-Mou5-Su7","KI-30-A-Mou5-Su7","1933","p",,0,0,0,0,0,108738,"2003年06月04日 00時00分00秒"
134,"siosoat","Barclay","KI-31-Go5-Pa-Ti2-A","KI-31-Go5-Pa-Ti2-A","1933","p",,0,0,0,0,0,16074,"2003年06月04日 00時00分00秒"
135,"siosoat","Barclay","KI-32-Iok-Na2","KI-32-Iok-Na2","1933","p",,0,0,0,0,0,62912,"2003年06月04日 00時00分00秒"
136,"siosoat","Barclay","KI-32-Iok-Na2","KI-32-Iok-Na2","1933","p",,0,0,0,0,0,62912,"2003年06月04日 00時00分00秒"
137,"siosoat","Barclay","KI-34-Na2-Hong5","KI-34-Na2-Hong5","1933","p",,0,0,0,0,0,43585,"2003年06月04日 00時00分00秒"
138,"siosoat","Barclay","KI-35-HAP-PA-KOK","KI-35-HAP-PA-KOK","1933","p",,0,0,0,0,0,49277,"2003年06月04日 00時00分00秒"
139,"siosoat","Barclay","KI-36-Se-Hoan-Nga2","KI-36-Se-Hoan-Nga2","1933","p",,0,0,0,0,0,43902,"2003年06月04日 00時00分00秒"
140,"siosoat","Barclay","KI-37-Hap-Kai","KI-37-Hap-Kai","1933","p",,0,0,0,0,0,25326,"2003年06月04日 00時00分00秒"
141,"siosoat","Barclay","KI-38-Sat-Ka-Li7-A","KI-38-Sat-Ka-Li7-A","1933","p",,0,0,0,0,0,143430,"2003年06月04日 00時00分00秒"
142,"siosoat","Barclay","KI-39-MA2-LAH8-KI","KI-39-MA2-LAH8-KI","1933","p",,0,0,0,0,0,43476,"2003年06月04日 00時00分00秒"
143,"siosoat","Ko-Chek-hoan7 Tan5-Pang-tin3","AP01_Ma-thai","AP01_Ma-thai","1973","p",,0,0,0,0,0,1763903,"2003年12月31日 00時00分00秒"
144,"siosoat","Ko-Chek-hoan7 Tan5-Pang-tin3","AP02_Ma-kho","AP02_Ma-kho","1973","p",,0,0,0,0,0,1099527,"2003年12月31日 00時00分00秒"
145,"siosoat","Ko-Chek-hoan7 Tan5-Pang-tin3","AP03_Lou-ka","AP03_Lou-ka","1973","p",,0,0,0,0,0,1844331,"2003年12月31日 00時00分00秒"
146,"siosoat","Ko-Chek-hoan7 Tan5-Pang-tin3","AP04_Iok-han","AP04_Iok-han","1973","p",,0,0,0,0,0,1241344,"2003年12月31日 00時00分00秒"
147,"siosoat","Ko-Chek-hoan7 Tan5-Pang-tin3","AP05_Su-tou-heng-toan","AP05_Su-tou-heng-toan","1973","p",,0,0,0,0,0,1427496,"2003年12月31日 00時00分00秒"
148,"siosoat","Ko-Chek-hoan7 Tan5-Pang-tin3","AP06_Lo-Ma","AP06_Lo-Ma","1973","p",,0,0,0,0,0,760071,"2003年12月31日 00時00分00秒"
149,"siosoat","Ko-Chek-hoan7 Tan5-Pang-tin3","AP07_Ko-Lim-To-1","AP07_Ko-Lim-To-1","1973","p",,0,0,0,0,0,714336,"2003年12月31日 00時00分00秒"
150,"siosoat","Ko-Chek-hoan7 Tan5-Pang-tin3","AP08_Ko-Lim-To-2","AP08_Ko-Lim-To-2","1973","p",,0,0,0,0,0,471505,"2003年12月31日 00時00分00秒"
151,"siosoat","Ko-Chek-hoan7 Tan5-Pang-tin3","AP09_Ka-Liap-Thai","AP09_Ka-Liap-Thai","1973","p",,0,0,0,0,0,257077,"2003年12月31日 00時00分00秒"
152,"siosoat","Ko-Chek-hoan7 Tan5-Pang-tin3","AP10_I-Hut-Sou","AP10_I-Hut-Sou","1973","p",,0,0,0,0,0,220725,"2003年12月31日 00時00分00秒"
153,"siosoat","Ko-Chek-hoan7 Tan5-Pang-tin3","AP11_Hui-Lip-Pi","AP11_Hui-Lip-Pi","1973","p",,0,0,0,0,0,177581,"2003年12月31日 00時00分00秒"
154,"siosoat","Ko-Chek-hoan7 Tan5-Pang-tin3","AP12_Ko-Lo-Se","AP12_Ko-Lo-Se","1973","p",,0,0,0,0,0,150674,"2003年12月31日 00時00分00秒"
155,"siosoat","Ko-Chek-hoan7 Tan5-Pang-tin3","AP13_Thiap-sat-1","AP13_Thiap-sat-1","1973","p",,0,0,0,0,0,130112,"2003年12月31日 00時00分00秒"
156,"siosoat","Ko-Chek-hoan7 Tan5-Pang-tin3","AP14_Thiap-sat-2","AP14_Thiap-sat-2","1973","p",,0,0,0,0,0,70153,"2003年12月31日 00時00分00秒"
157,"siosoat","Ko-Chek-hoan7 Tan5-Pang-tin3","AP15_The-Mou-Thai-1","AP15_The-Mou-Thai-1","1973","p",,0,0,0,0,0,171273,"2003年12月31日 00時00分00秒"
158,"siosoat","Ko-Chek-hoan7 Tan5-Pang-tin3","AP16_The-Mou-Thai-2","AP16_The-Mou-Thai-2","1973","p",,0,0,0,0,0,119497,"2003年12月31日 00時00分00秒"
159,"siosoat","Ko-Chek-hoan7 Tan5-Pang-tin3","AP17_The-To","AP17_The-To","1973","p",,0,0,0,0,0,70368,"2003年12月31日 00時00分00秒"
160,"siosoat","Ko-Chek-hoan7 Tan5-Pang-tin3","AP18_Hui-Li-Bun","AP18_Hui-Li-Bun","1973","p",,0,0,0,0,0,38785,"2003年12月31日 00時00分00秒"
161,"siosoat","Ko-Chek-hoan7 Tan5-Pang-tin3","AP19_Hi-Pek-Lai","AP19_Hi-Pek-Lai","1973","p",,0,0,0,0,0,457750,"2003年12月31日 00時00分00秒"
162,"siosoat","Ko-Chek-hoan7 Tan5-Pang-tin3","AP20_Nga-Kok","AP20_Nga-Kok","1973","p",,0,0,0,0,0,150135,"2003年12月31日 00時00分00秒"
163,"siosoat","Ko-Chek-hoan7 Tan5-Pang-tin3","AP21_Pi-Tek-1","AP21_Pi-Tek-1","1973","p",,0,0,0,0,0,168261,"2003年12月31日 00時00分00秒"
164,"siosoat","Ko-Chek-hoan7 Tan5-Pang-tin3","AP22_Pi-Tek-2","AP22_Pi-Tek-2","1973","p",,0,0,0,0,0,97977,"2003年12月31日 00時00分00秒"
165,"siosoat","Ko-Chek-hoan7 Tan5-Pang-tin3","AP23_Iok-Han-1","AP23_Iok-Han-1","1973","p",,0,0,0,0,0,156106,"2003年12月31日 00時00分00秒"
166,"siosoat","Ko-Chek-hoan7 Tan5-Pang-tin3","AP24_Iok-Han-2","AP24_Iok-Han-2","1973","p",,0,0,0,0,0,22548,"2003年12月31日 00時00分00秒"
167,"siosoat","Ko-Chek-hoan7 Tan5-Pang-tin3","AP25_Iok-Han-3","AP25_Iok-Han-3","1973","p",,0,0,0,0,0,24119,"2003年12月31日 00時00分00秒"
168,"siosoat","Ko-Chek-hoan7 Tan5-Pang-tin3","AP26_Iu-Tai","AP26_Iu-Tai","1973","p",,0,0,0,0,0,47243,"2003年12月31日 00時00分00秒"
169,"siosoat","Ko-Chek-hoan7 Tan5-Pang-tin3","AP27_Khe-Si-Liok","AP27_Khe-Si-Liok","1973","p",,0,0,0,0,0,693349,"2003年12月31日 00時00分00秒"
170,"siosoat","Ko-Chek-hoan7 Tan5-Pang-tin3","AP_Ji-Ku-Soat-Beng","AP_Ji-Ku-Soat-Beng","1973","p",,0,0,0,0,0,45085,"2003年12月31日 00時00分00秒"
171,"siosoat","Ko-Chek-hoan7 Tan5-Pang-tin3","AP_Su-Gian","AP_Su-Gian","1973","p",,0,0,0,0,0,24754,"2003年12月31日 00時00分00秒"
172,"siosoat","Ko","Peng5-bin5 e5 Ki-tok-toan7","Peng5-bin5 e5 Ki-tok-toan7","1933","p","hoan-ek8",0,0,0,0,0,2645769,"2004年04月14日 00時00分00秒"
174,"siosoat","Loa7 Jin5-seng","ThiaN3 li2 iaN5 ke3 thong se3-kan","ThiaN3 li2 iaN5 ke3 thong se3-kan","1954","p",,0,0,0,0,0,481566,"2005年02月18日 00時00分00秒"
177,"chhiooe","A-jin5","bp27 Choan-giap8 hang5-oe7-－Cho3-kong-chhin","bp27 Choan-giap8 hang5-oe7-－Cho3-kong-chhin","1998","p",,0,0,0,0,0,103103,"2005年03月16日 00時00分00秒"
178,"chhiooe","A-jin5","bp33 Choan-giap8 hang5-oe7－－ChhiuN2-kiap","bp33 Choan-giap8 hang5-oe7－－ChhiuN2-kiap","1999","p",,0,0,0,0,0,66463,"2005年03月16日 00時00分00秒"
179,"chhiooe","A-jin5","bp34 Thian-kok kin7--louh","bp34 Thian-kok kin7--louh","1999","p",,0,0,0,0,0,27066,"2005年03月16日 00時00分00秒"
180,"sinsi","TeN7-Nga2-i5","bp34 TeN7 Nga2-i5_Jit8-jit8-chhun","bp34 TeN7 Nga2-i5_Jit8-jit8-chhun","1999","p",,0,0,0,0,0,21283,"2005年03月16日 00時00分00秒"
183,"chhiooe","A-jin5","bp34 Siu5-chui2 e5 kau3-lian7","bp34 Siu5-chui2 e5 kau3-lian7","1999","p",,0,0,0,0,0,45877,"2005年03月16日 00時00分00秒"
184,"chhiooe","A-jin5","bp36 Biau2-si7 hoat-lut8","bp36 Biau2-si7 hoat-lut8","1999","p",,0,0,0,0,0,55912,"2005年03月16日 00時00分00秒"
185,"chhiooe","Lu7 Chu2-beng5","bp37 Lu7 Chu2-beng5_Pian3 Pa2-hi3","bp37 Lu7 Chu2-beng5_Pian3 Pa2-hi3","1999","p",,0,0,0,0,0,47516,"2005年03月16日 00時00分00秒"
186,"chhiooe","Homosapiens ACT","bp38_1 e5 ma7 bo5","bp38_1 e5 ma7 bo5","1999","p",,0,0,0,0,0,25155,"2005年03月16日 00時00分00秒"
187,"chhiooe","Lu Chu2-beng5","bp39 Lu Chu2-beng5_Lim chiu2","bp39 Lu Chu2-beng5_Lim chiu2","1999","p",,0,0,0,0,0,23659,"2005年03月16日 00時00分00秒"
188,"chhiooe","A-jin5","bp42 Choan-giap8 hang5-oe7 Kiam2-pui5","bp42 Choan-giap8 hang5-oe7 Kiam2-pui5","2000","p",,0,0,0,0,0,45654,"2005年03月16日 00時00分00秒"
189,"chhiooe","Homosapiens ACT","bp42 Chok-ka V.S. IaN2-chheN","bp42 Chok-ka V.S. IaN2-chheN","2000","p",,0,0,0,0,0,23393,"2005年03月16日 00時00分00秒"
190,"chhiooe","Homosapiens ACT","bp42 Hiang-kang2 Hoat-ti7","bp42 Hiang-kang2 Hoat-ti7","2000","p",,0,0,0,0,0,35436,"2005年03月16日 00時00分00秒"
221,"kekpun","Ng5 Hoai5-un","Seng3-kek8 Te7-4-chip8","Seng3-kek8 Te7-4-chip8","1960","p",,0,0,0,0,0,1327900,"2005年03月25日 00時00分00秒"
222,"iankang","Sabathu Simia Hills","Sat-hu-sun-tai kang2-to7 chip8","Sat-hu-sun-tai kang2-to7 chip8","1926","p",,0,0,0,0,0,2661520,"2005年03月25日 00時00分00秒"
224,"siosoat","Loa7 Jin5-seng","An2-nia2 e5 bak8-sai2","An2-nia2 e5 bak8-sai2","1924","p",,0,0,0,0,0,660586,"2005年03月31日 00時00分00秒"
225,"sinsi","Ong5 Chong-kiat","Iam5-hiong cheng5","Iam5-hiong cheng5","2001","p",,0,0,0,0,0,706525,"2005年03月31日 00時00分00秒"
226,"kekpun","Lam5-sin5 Hok-im hi3-kek8 sia7","Kap Hoat-lan5-se sian-siN koe3 Seng3-tan3","Kap Hoat-lan5-se sian-siN koe3 Seng3-tan3","1960","m",,0,0,0,0,0,849708,"2005年03月31日 00時00分00秒"
227,"siosoat","Loa7 Jin5-seng","Kho2-ai3 e5 Siu5-jin5","Kho2-ai3 e5 Siu5-jin5","1960","m",,0,0,0,0,0,667937,"2005年03月31日 00時00分00秒"
230,"poto","Babuza Chu5","bp49 700 tang au7 e5 Tai5-bun5","bp49 700 tang au7 e5 Tai5-bun5","2000","p",,0,0,0,0,0,20879,"2005年04月01日 00時00分00秒"
231,"sinsi","Simsng","bp78 Ho7 Eng-bun5 mia5","bp78 Ho7 Eng-bun5 mia5","2003","p","chokchia pun-mia Lau Kiatgak",0,0,0,0,0,5300,"2005年04月06日 00時00分00秒"
232,"sinsi","Iap8 Eng2-tek","bp78 Kian3-na7 228","bp78 Kian3-na7 228","2003","p",,0,0,0,0,0,8282,"2005年04月06日 00時00分00秒"
233,"chhiooe","Lesoat","bp80 SARS chin khiong2-pou3","bp80 SARS chin khiong2-pou3","2003","b","chok-chia kai2 sia2--e",0,0,0,0,0,15898,"2005年04月06日 00時00分00秒"
234,"gina","Chng Hui7-pheng5","Bi2-jin5-hi5","Bi2-jin5-hi5","1997","p","5% hoanek chokphin",0,0,0,0,0,2850004,"2005年04月07日 00時00分00秒"
235,"gina","Chng Hui7-pheng5","Bi2-le7 Kap Chhan5-eN","Bi2-le7 Kap Chhan5-eN","1997","p","5% hoanek chokphin",0,0,0,0,0,99493,"2005年04月07日 00時00分00秒"
236,"gina","Chng Hui7-pheng5","Ho-lian-tau7 Ong5-hui","Ho-lian-tau7 Ong5-hui","1997","p","5% hoanek chokphin",0,0,0,0,0,124101,"2005年04月07日 00時00分00秒"
237,"gina","Chng Hui7-pheng5","Po2-an-hu5 050407","Po2-an-hu5 050407","1997","p","5% hoanek chokphin",0,0,0,0,0,260364,"2005年04月07日 00時00分00秒"
239,"sinsi","Li2 Khin5-hoaN7","Bo2-gi2 e5 Sim-leng5 Ke-thng","Bo2-gi2 e5 Sim-leng5 Ke-thng","2004","p",,0,0,0,0,0,526209,"2005年04月07日 00時00分00秒"
240,"sinsi","Li2 Khin5-hoaN7","Toa7-lang5 Gin2-a2-si","Toa7-lang5 Gin2-a2-si","2004","p",,0,0,0,0,0,235414,"2005年04月07日 00時00分00秒"
241,"siosoat","Tai5-oan5 LMJ hiap8-hoe7","I-sap Gu7-gian5","I-sap Gu7-gian5","2003","m",,0,0,0,0,0,393459,"2005年04月07日 00時00分00秒"
242,"gina","Ong5 Siok-tin","Chhan5-iN Chio3 KiaN3","Chhan5-iN Chio3 KiaN3","200x","b",,0,0,0,0,0,283568,"2005年04月07日 00時00分00秒"
243,"sinsi","Iu5 Cheng3-gi7","Chit-giap8 kap Ka-teng5","Chit-giap8 kap Ka-teng5","1965","p",,0,0,0,0,0,193617,"2005年04月07日 00時00分00秒"
244,"sanbun","Pa-tek lu2-su7","Chit8-e5 bou5-hoan7 e5 ka-teng5","Chit8-e5 bou5-hoan7 e5 ka-teng5","1954","b",,0,0,0,0,0,178829,"2005年04月07日 00時00分00秒"
245,"toanki","Lim5 Un-khoe","Goa2 an2-ni kiaN5-koe3 pian3-tong7 e5 si5-tai7","Goa2 an2-ni kiaN5-koe3 pian3-tong7 e5 si5-tai7","2003","p",,0,0,0,0,0,185187,"2005年04月07日 00時00分00秒"
246,"siosoat","Chng Hui7-pheng5","Hoa3-hak-phin2 e5 Hian5-ki","Hoa3-hak-phin2 e5 Hian5-ki","1996","p","5% hoanek chokphin",0,0,0,0,0,542470,"2005年04月07日 00時00分00秒"
247,"siosoat","Taibunun","Iong2-kam2 e5 Aukele","Iong2-kam2 e5 Aukele","1996","p",,0,0,0,0,0,788561,"2005年04月07日 00時00分00秒"
248,"siosoat","Taibunun","Mi7-hun2-chhiuN2 e5 Kui2-a2","Mi7-hun2-chhiuN2 e5 Kui2-a2","1996","p",,0,0,0,0,0,212714,"2005年04月07日 00時00分00秒"
272,"gina","Chng Hui7-pheng5","Ang-i5 jit8-ki3","Ang-i5 jit8-ki3","1997","p","5% hoanek chokphin",0,0,0,0,0,479123,"2005年04月10日 00時00分00秒"
249,"siosoat","Loonng","OPERA lai7 e5 mou5-sin5-a2","OPERA lai7 e5 mou5-sin5-a2","1996","p",,0,0,0,0,0,287469,"2005年04月07日 00時00分00秒"
250,"siosoat","Chhoa3 Seng5-ui5","Pu3-hou7-lang5 e5 Lek8-su2","Pu3-hou7-lang5 e5 Lek8-su2","1996","p","5% hoanek chokphin",0,0,0,0,0,134160,"2005年04月07日 00時00分00秒"
251,"siosoat","Khou2 Hui7-chong","Tun3-gou7","Tun3-gou7","1997","p","5% hoanek chokphin, siu ti \"Bu-hoa-ko\" lai-te",0,0,0,0,0,339094,"2005年04月07日 00時00分00秒"
253,"siosoat","put siong5","I chhoa7 in chhut","I chhoa7 in chhut","19xx","m","goan-chheh chok-chia kap ni-tai long put-siong",0,0,0,0,0,495522,"2005年04月07日 00時00分00秒"
